CUST_ID,AGE,GENDER,MARITAL_STATUS,OCCUPATION,ANNUAL_INCOME,CITY_TIER,EDUCATION,HOUSE_OWNERSHIP,DEPENDENTS,MOBILE_PHONE,EMAIL_SUBSCRIBED,LOYALTY_CARD,REGION
C14033,59,Female,Single,Salaried,1774697,Urban,High School,Own,4,Yes,Yes,Gold,North
C14034,21,Male,Married,Unemployed,495797,Metro,Graduate,Family,0,Yes,No,Silver,East
C14035,37,Male,Single,Self-Employed,1919255,Rural,High School,Rent,4,Yes,Yes,Silver,Central
C14036,61,Female,Single,Salaried,465748,Rural,Graduate,Own,1,Yes,Yes,Silver,North
C14037,50,Female,Married,Self-Employed,1909293,Urban,Graduate,Rent,4,Yes,Yes,Silver,East
C14038,33,Female,Single,Salaried,609473,Urban,High School,Own,4,Yes,Yes,Silver,West
C14039,41,Female,Single,Salaried,228932,Metro,Graduate,Family,0,Yes,Yes,Platinum,Central
C14040,39,Female,Single,Self-Employed,655952,Semi-Urban,Graduate,Own,4,Yes,Yes,None,North
C14041,39,Other,Married,Salaried,786007,Urban,Graduate,Family,3,Yes,Yes,Gold,South
C14042,45,Female,Married,Student,1838279,Metro,Professional,Rent,2,Yes,Yes,Silver,South
C14043,42,Male,Single,Self-Employed,2382293,Rural,Postgraduate,Rent,0,Yes,Yes,Gold,North
C14044,51,Female,Single,Self-Employed,2928087,Semi-Urban,Professional,Family,2,Yes,Yes,Silver,East
C14045,37,Male,Married,Salaried,2943065,Metro,Postgraduate,Own,4,Yes,Yes,Silver,West
C14046,43,Female,Single,Salaried,988028,Semi-Urban,Professional,Rent,1,Yes,Yes,Platinum,East
C14047,52,Female,Divorced,Salaried,2672971,Semi-Urban,Professional,Rent,0,Yes,Yes,Silver,East
C14048,30,Female,Married,Salaried,2405182,Urban,Doctorate,Family,4,Yes,Yes,None,South
C14049,30,Female,Married,Retired,209757,Metro,Graduate,Rent,4,Yes,Yes,Platinum,North
C14050,56,Male,Single,Student,808700,Urban,Postgraduate,Family,1,Yes,Yes,Gold,Central
C14051,28,Male,Married,Salaried,2060925,Semi-Urban,Graduate,Family,4,Yes,Yes,Silver,South
C14052,40,Male,Married,Salaried,2486299,Metro,Professional,Family,3,Yes,Yes,Silver,South
C14053,52,Female,Married,Salaried,380992,Metro,Graduate,Family,1,Yes,No,Platinum,North
C14054,34,Female,Married,Self-Employed,1218664,Semi-Urban,Professional,Rent,0,No,Yes,Silver,Central
C14055,48,Female,Married,Salaried,2456525,Urban,High School,Rent,0,Yes,Yes,Gold,Central
C14056,66,Male,Married,Salaried,1959993,Rural,Graduate,Own,2,Yes,Yes,Silver,East
C14057,44,Female,Single,Self-Employed,1168777,Semi-Urban,High School,Own,3,Yes,Yes,Silver,South
C14058,35,Female,Married,Student,1549041,Rural,Graduate,Family,3,Yes,No,Silver,East
C14059,42,Male,Single,Salaried,805481,Urban,High School,Family,0,Yes,Yes,Silver,Central
C14060,50,Female,Married,Student,2372614,Semi-Urban,Graduate,Own,4,Yes,Yes,Silver,North
C14061,24,Female,Married,Student,1932903,Metro,Postgraduate,Rent,3,Yes,Yes,None,East
C14062,33,Female,Married,Salaried,527693,Metro,Professional,Rent,3,Yes,Yes,Silver,North
C14063,43,Male,Married,Salaried,925603,Semi-Urban,Graduate,Rent,4,Yes,Yes,Silver,East
C14064,28,Female,Single,Salaried,1220298,Semi-Urban,Postgraduate,Own,1,Yes,Yes,None,North
C14065,38,Male,Single,Self-Employed,861353,Urban,High School,Own,4,No,Yes,Gold,North
C14066,32,Other,Married,Salaried,2480240,Urban,Professional,Family,2,Yes,Yes,Silver,South
C14067,51,Male,Divorced,Self-Employed,1739492,Metro,Graduate,Own,2,Yes,Yes,Gold,North
C14068,34,Male,Married,Self-Employed,1738153,Metro,Graduate,Own,0,Yes,Yes,Silver,Central
C14069,54,Female,Single,Salaried,2560400,Rural,Graduate,Rent,1,Yes,Yes,Silver,North
C14070,38,Male,Divorced,Salaried,2070588,Metro,Graduate,Own,3,Yes,Yes,Silver,North
C14071,54,Female,Widowed,Salaried,2860339,Urban,Postgraduate,Own,0,Yes,Yes,Platinum,West
C14072,31,Female,Married,Salaried,2926372,Rural,Doctorate,Own,0,Yes,Yes,Silver,South
C14073,61,Female,Married,Retired,1405604,Metro,Graduate,Family,3,Yes,Yes,Silver,South
C14074,32,Other,Married,Salaried,787062,Metro,High School,Own,3,Yes,Yes,None,South
C14075,69,Male,Married,Retired,575289,Semi-Urban,Postgraduate,Own,4,Yes,Yes,Silver,South
C14076,35,Female,Widowed,Self-Employed,1754950,Urban,Professional,Rent,2,Yes,Yes,Silver,South
C14077,51,Male,Single,Student,830423,Urban,Postgraduate,Rent,3,Yes,Yes,Silver,West
C14078,69,Male,Married,Salaried,2642017,Semi-Urban,High School,Own,4,Yes,Yes,Silver,North
C14079,49,Female,Married,Salaried,1362877,Urban,Graduate,Own,2,Yes,Yes,Gold,East
C14080,46,Male,Divorced,Self-Employed,1302272,Semi-Urban,Postgraduate,Own,1,Yes,Yes,Silver,North
C14081,38,Female,Divorced,Retired,2827868,Rural,Graduate,Rent,1,Yes,Yes,Silver,South
C14082,52,Female,Widowed,Salaried,2640473,Rural,Professional,Own,1,Yes,Yes,Silver,Central
C14083,42,Female,Married,Salaried,1914249,Urban,Graduate,Own,3,Yes,No,Silver,West
C14084,58,Other,Married,Salaried,2798848,Urban,Graduate,Family,2,Yes,Yes,Gold,East
C14085,37,Male,Married,Self-Employed,2825580,Urban,Professional,Rent,2,Yes,Yes,Gold,South
C14086,43,Female,Married,Retired,1725264,Urban,Postgraduate,Own,1,Yes,No,Platinum,East
C14087,44,Female,Single,Salaried,1775656,Urban,High School,Rent,0,Yes,Yes,Gold,West
C14088,28,Female,Married,Student,2908936,Metro,Graduate,Own,2,Yes,Yes,Silver,South
C14089,61,Male,Widowed,Salaried,1447206,Metro,Postgraduate,Own,2,Yes,Yes,Silver,West
C14090,26,Female,Single,Student,2023294,Semi-Urban,High School,Own,4,Yes,Yes,None,West
C14091,25,Male,Single,Self-Employed,1700566,Urban,Doctorate,Rent,1,Yes,Yes,Gold,North
C14092,64,Male,Married,Salaried,2137500,Semi-Urban,Professional,Own,0,No,Yes,Platinum,South
C14094,49,Female,Married,Self-Employed,2062097,Urban,Graduate,Own,4,Yes,Yes,Silver,South
C14095,48,Female,Widowed,Salaried,1976500,Semi-Urban,Professional,Own,0,Yes,Yes,Gold,Central
C14096,31,Female,Single,Salaried,1780014,Semi-Urban,Postgraduate,Family,0,Yes,Yes,Gold,North
C14097,21,Female,Single,Salaried,1886057,Metro,Graduate,Family,0,Yes,Yes,Silver,South
C14098,63,Female,Married,Self-Employed,1304624,Urban,Graduate,Rent,3,No,No,None,South
C14099,39,Male,Single,Self-Employed,421510,Semi-Urban,Graduate,Family,2,Yes,Yes,Gold,East
C14100,29,Male,Single,Salaried,1008778,Urban,Postgraduate,Own,2,Yes,Yes,Silver,Central
C14101,47,Male,Single,Salaried,792599,Metro,Graduate,Own,4,Yes,No,Silver,West
C14102,54,Female,Single,Student,951414,Urban,Postgraduate,Family,0,Yes,Yes,None,Central
C14103,64,Male,Single,Student,2694007,Metro,Graduate,Rent,0,Yes,No,Silver,North
C14104,24,Male,Widowed,Self-Employed,1339278,Urban,Graduate,Own,2,Yes,Yes,Silver,Central
C14105,56,Female,Single,Salaried,381662,Metro,Professional,Own,0,Yes,Yes,Silver,Central
C14106,38,Male,Married,Salaried,326450,Rural,Professional,Rent,0,Yes,Yes,Silver,Central
C14107,35,Male,Divorced,Self-Employed,2101394,Urban,Postgraduate,Rent,0,Yes,Yes,Gold,East
C14108,33,Female,Married,Salaried,1560311,Rural,Graduate,Own,1,Yes,Yes,None,North
C14109,39,Male,Married,Salaried,797624,Metro,High School,Family,1,Yes,Yes,None,West
C14111,69,Male,Married,Salaried,2893551,Semi-Urban,Graduate,Rent,1,Yes,Yes,Gold,North
C14112,26,Male,Married,Self-Employed,294535,Metro,Postgraduate,Own,4,Yes,Yes,Silver,West
C14113,68,Female,Divorced,Salaried,1638976,Semi-Urban,Postgraduate,Rent,0,Yes,No,Gold,East
C14114,32,Female,Married,Student,1988764,Metro,Professional,Family,1,Yes,No,Silver,North
C14115,57,Male,Divorced,Self-Employed,2675241,Rural,Postgraduate,Own,1,Yes,No,None,East
C14116,37,Female,Married,Salaried,2446152,Urban,Professional,Rent,3,Yes,Yes,None,East
C14117,43,Male,Single,Self-Employed,1293215,Metro,High School,Own,4,Yes,Yes,Silver,South
C14119,46,Female,Divorced,Retired,1018433,Urban,Postgraduate,Own,1,Yes,Yes,None,Central
C14120,49,Male,Married,Self-Employed,1087012,Semi-Urban,Professional,Own,1,Yes,Yes,Platinum,West
C14121,53,Female,Divorced,Self-Employed,1964596,Metro,Graduate,Rent,1,No,Yes,Silver,South
C14122,47,Female,Single,Student,529130,Semi-Urban,Doctorate,Rent,3,Yes,Yes,None,East
C14123,45,Female,Single,Salaried,2785319,Urban,Postgraduate,Rent,3,Yes,No,Silver,East
C14124,30,Male,Divorced,Self-Employed,1231145,Urban,Professional,Family,4,Yes,Yes,Silver,South
C14125,67,Male,Single,Salaried,2662506,Semi-Urban,Postgraduate,Family,0,Yes,Yes,None,West
C14126,43,Female,Divorced,Salaried,1057816,Metro,Graduate,Own,0,Yes,Yes,Silver,Central
C14127,41,Male,Widowed,Retired,1404397,Urban,High School,Own,4,Yes,Yes,Silver,North
C14128,41,Female,Divorced,Salaried,1192330,Urban,Postgraduate,Rent,0,No,Yes,None,Central
C14129,63,Female,Married,Student,2773410,Metro,Graduate,Rent,2,Yes,Yes,Gold,Central
C14130,33,Female,Married,Self-Employed,1718080,Metro,Graduate,Own,0,Yes,Yes,Silver,South
C14131,57,Male,Divorced,Self-Employed,928180,Urban,High School,Own,3,Yes,Yes,Platinum,South
C14132,53,Female,Married,Retired,287272,Urban,Postgraduate,Own,3,Yes,No,Gold,South
C14133,44,Female,Married,Self-Employed,2708928,Metro,Graduate,Rent,1,Yes,Yes,Silver,West
C14134,64,Female,Widowed,Self-Employed,931509,Metro,Doctorate,Family,3,Yes,Yes,Silver,South
C14135,31,Male,Married,Self-Employed,1067902,Metro,Postgraduate,Own,2,No,No,None,South
C14136,37,Male,Widowed,Student,1932843,Urban,Graduate,Family,2,Yes,Yes,Silver,South
C14137,24,Male,Single,Self-Employed,1590411,Metro,Graduate,Rent,2,No,Yes,Silver,East
C14138,67,Male,Single,Salaried,1080316,Semi-Urban,Postgraduate,Own,1,Yes,Yes,None,West
C14139,45,Female,Married,Salaried,2745831,Metro,Graduate,Family,0,Yes,Yes,Silver,North
C14140,50,Female,Single,Salaried,2476958,Semi-Urban,Graduate,Family,1,Yes,Yes,Silver,Central
C14141,29,Male,Married,Salaried,1569756,Metro,Graduate,Own,3,Yes,Yes,Silver,North
C14142,41,Female,Single,Salaried,1789538,Urban,Graduate,Own,2,Yes,Yes,Gold,West
C14143,40,Male,Widowed,Salaried,375963,Urban,High School,Family,1,Yes,Yes,Platinum,East
C14144,39,Male,Single,Salaried,316106,Urban,Graduate,Own,1,Yes,Yes,Silver,Central
C14145,39,Male,Married,Student,2499353,Metro,Professional,Family,2,Yes,Yes,Silver,South
C14146,32,Male,Single,Salaried,582142,Rural,High School,Own,4,Yes,Yes,Silver,West
C14147,57,Female,Married,Self-Employed,1234180,Metro,Graduate,Own,2,Yes,Yes,None,Central
C14148,62,Male,Single,Retired,405367,Metro,Graduate,Own,4,Yes,Yes,Gold,Central
C14149,37,Female,Single,Self-Employed,942450,Metro,Graduate,Own,2,Yes,Yes,Silver,North
C14150,57,Male,Married,Salaried,2775326,Rural,Postgraduate,Own,0,No,Yes,Silver,Central
C14151,68,Female,Single,Self-Employed,2460518,Metro,Graduate,Rent,4,Yes,Yes,Gold,Central
C14152,59,Male,Single,Salaried,980585,Urban,Postgraduate,Own,4,Yes,Yes,Gold,North
C14153,48,Male,Married,Student,1571207,Metro,Doctorate,Family,1,No,No,Silver,East
C14154,61,Male,Single,Self-Employed,2479514,Semi-Urban,Postgraduate,Family,4,Yes,No,None,East
C14155,55,Male,Married,Self-Employed,218580,Urban,Graduate,Rent,3,Yes,Yes,None,Central
C14156,67,Male,Single,Self-Employed,2001245,Urban,Graduate,Rent,1,Yes,Yes,Gold,West
C14157,68,Female,Single,Self-Employed,2690829,Rural,Postgraduate,Own,1,No,Yes,Silver,West
C14158,38,Female,Married,Salaried,314048,Urban,Postgraduate,Family,0,Yes,Yes,Platinum,Central
C14159,34,Female,Single,Retired,2022444,Rural,Graduate,Family,1,Yes,Yes,Gold,Central
C14161,55,Female,Divorced,Self-Employed,1371223,Semi-Urban,Postgraduate,Own,1,Yes,Yes,Gold,Central
C14162,64,Male,Divorced,Self-Employed,597948,Urban,Postgraduate,Own,3,Yes,Yes,None,East
C14163,61,Male,Single,Self-Employed,1068997,Metro,Doctorate,Own,1,No,Yes,Silver,Central
C14164,27,Other,Widowed,Salaried,2883397,Semi-Urban,Professional,Own,4,Yes,Yes,Silver,West
C14165,61,Female,Single,Student,615614,Urban,Professional,Own,0,Yes,Yes,Silver,South
C14166,33,Female,Single,Salaried,1716916,Urban,High School,Family,3,Yes,Yes,Gold,North
C14167,38,Female,Single,Student,2480644,Rural,Graduate,Own,2,Yes,No,Silver,South
C14168,57,Male,Married,Salaried,2997757,Metro,Postgraduate,Rent,2,Yes,No,Silver,West
C14169,33,Male,Married,Salaried,2784354,Semi-Urban,Graduate,Rent,2,Yes,Yes,Platinum,West
C14170,56,Male,Single,Retired,2067647,Urban,Postgraduate,Rent,3,Yes,Yes,None,Central
C14171,51,Male,Married,Retired,1961003,Metro,Professional,Own,2,Yes,Yes,Gold,South
C14172,22,Male,Married,Self-Employed,769422,Urban,Postgraduate,Own,4,Yes,Yes,Gold,South
C14173,36,Male,Single,Student,799586,Urban,Graduate,Own,2,Yes,Yes,None,East
C14174,29,Female,Married,Salaried,249967,Semi-Urban,Graduate,Family,2,Yes,Yes,Silver,East
C14175,29,Female,Divorced,Self-Employed,470184,Urban,Graduate,Own,0,Yes,Yes,None,East
C14177,58,Female,Single,Salaried,1457543,Semi-Urban,Postgraduate,Own,2,Yes,Yes,Silver,South
C14178,31,Female,Single,Self-Employed,849258,Urban,Professional,Own,2,Yes,Yes,Silver,Central
C14179,42,Male,Married,Retired,2859106,Urban,Graduate,Own,1,Yes,Yes,Platinum,North
C14180,53,Male,Married,Salaried,1752158,Urban,Graduate,Own,4,Yes,Yes,Gold,South
C14181,56,Female,Married,Self-Employed,2524836,Metro,Postgraduate,Rent,3,Yes,Yes,Silver,Central
C14182,65,Male,Single,Salaried,2602311,Urban,High School,Own,0,Yes,Yes,Silver,North
C14183,43,Male,Married,Self-Employed,742469,Urban,Doctorate,Rent,3,Yes,Yes,Gold,Central
C14184,65,Male,Married,Student,2153110,Rural,Postgraduate,Rent,2,Yes,Yes,Silver,Central
C14185,65,Male,Married,Salaried,2840308,Urban,Graduate,Own,1,Yes,Yes,Silver,East
C14186,54,Female,Single,Self-Employed,2321259,Urban,Postgraduate,Own,2,Yes,Yes,Gold,South
C14187,29,Male,Married,Self-Employed,741360,Metro,Professional,Own,2,Yes,Yes,Gold,North
C14188,44,Female,Single,Self-Employed,2521799,Urban,Graduate,Own,0,Yes,Yes,Silver,East
C14189,28,Female,Married,Salaried,2605251,Semi-Urban,Graduate,Rent,0,Yes,Yes,Silver,North
C14190,27,Male,Divorced,Self-Employed,380020,Metro,Professional,Family,3,Yes,No,Silver,North
C14191,56,Male,Married,Self-Employed,1900976,Metro,Professional,Own,2,Yes,No,Gold,West
C14192,38,Male,Single,Unemployed,752766,Semi-Urban,High School,Rent,3,Yes,No,Gold,North
C14193,23,Male,Married,Retired,359969,Metro,Professional,Own,2,Yes,Yes,Gold,Central
C14194,48,Female,Married,Self-Employed,492172,Urban,Graduate,Own,0,Yes,Yes,Gold,North
C14195,26,Female,Married,Self-Employed,2589408,Semi-Urban,Postgraduate,Family,1,Yes,Yes,Platinum,East
C14196,64,Female,Married,Salaried,1042005,Urban,Postgraduate,Family,3,Yes,No,None,West
C14197,64,Male,Single,Salaried,2795710,Metro,Graduate,Own,3,Yes,Yes,Silver,West
C14198,41,Female,Married,Salaried,1562946,Semi-Urban,Graduate,Family,4,Yes,Yes,None,Central
C14199,48,Female,Married,Self-Employed,923421,Urban,Postgraduate,Own,4,Yes,Yes,Gold,East
C14200,60,Female,Widowed,Self-Employed,2595442,Metro,Graduate,Family,1,Yes,Yes,Silver,West
C14201,21,Female,Married,Self-Employed,1735189,Urban,Professional,Family,4,Yes,Yes,Gold,West
C14202,56,Female,Married,Salaried,458466,Metro,Graduate,Own,1,Yes,Yes,None,West
C14203,41,Female,Married,Student,2341720,Semi-Urban,Graduate,Own,2,Yes,Yes,Gold,South
C14204,63,Female,Single,Salaried,2765147,Semi-Urban,Graduate,Family,4,Yes,Yes,Silver,East
C14205,55,Male,Married,Salaried,2654112,Metro,Graduate,Own,4,Yes,Yes,Gold,West
C14206,33,Female,Married,Salaried,1967543,Semi-Urban,Doctorate,Own,3,Yes,Yes,Gold,East
C14207,69,Male,Widowed,Retired,2193095,Metro,Graduate,Own,1,Yes,Yes,Platinum,Central
C14208,30,Male,Married,Salaried,666276,Semi-Urban,Postgraduate,Rent,3,Yes,No,Gold,East
C14209,64,Other,Single,Salaried,738638,Semi-Urban,Postgraduate,Own,4,Yes,Yes,Gold,Central
C14210,67,Female,Married,Salaried,566896,Metro,High School,Own,2,Yes,Yes,None,South
C14211,30,Male,Single,Unemployed,665518,Metro,Professional,Family,0,Yes,Yes,Gold,Central
C14212,66,Male,Single,Retired,962375,Semi-Urban,Graduate,Family,1,Yes,No,None,Central
C14213,33,Male,Single,Salaried,1631478,Semi-Urban,Postgraduate,Own,1,Yes,No,None,North
C14214,57,Female,Married,Unemployed,1632404,Semi-Urban,Postgraduate,Own,2,Yes,Yes,Platinum,Central
C14215,58,Female,Married,Salaried,329663,Urban,Postgraduate,Family,2,Yes,Yes,Gold,South
C14216,44,Female,Single,Salaried,207353,Urban,Postgraduate,Own,1,Yes,Yes,Gold,Central
C14217,22,Female,Married,Salaried,2305730,Urban,Professional,Rent,1,Yes,Yes,Gold,Central
C14218,42,Male,Married,Salaried,1248589,Urban,Professional,Rent,2,Yes,Yes,Silver,South
C14219,37,Female,Divorced,Self-Employed,1400218,Semi-Urban,Postgraduate,Rent,2,Yes,Yes,Gold,Central
C14220,56,Male,Married,Retired,511299,Semi-Urban,Graduate,Family,2,Yes,Yes,Gold,Central
C14221,34,Female,Married,Self-Employed,2652477,Metro,Graduate,Own,4,Yes,No,Silver,East
C14222,30,Female,Single,Salaried,1382938,Urban,Professional,Own,1,No,No,Silver,North
C14223,55,Female,Married,Salaried,2014091,Urban,Professional,Family,1,No,Yes,Silver,Central
C14224,45,Male,Married,Student,2424923,Urban,Graduate,Own,2,Yes,No,Silver,West
C14225,23,Male,Divorced,Salaried,2882722,Urban,Graduate,Own,3,Yes,Yes,Silver,South
C14226,67,Male,Single,Student,1113623,Semi-Urban,Professional,Own,0,Yes,No,Silver,West
C14227,58,Female,Married,Salaried,258946,Rural,Postgraduate,Rent,1,Yes,No,None,West
C14228,37,Male,Married,Self-Employed,1983517,Metro,Graduate,Rent,4,Yes,Yes,None,West
C14229,32,Male,Single,Self-Employed,2998271,Semi-Urban,Postgraduate,Own,0,Yes,Yes,Silver,West
C14230,44,Male,Married,Student,2534068,Urban,High School,Own,3,Yes,Yes,Gold,South
C14231,49,Female,Divorced,Salaried,1537838,Urban,Graduate,Own,4,Yes,Yes,None,North
C14232,63,Male,Married,Salaried,2585361,Metro,Graduate,Family,2,Yes,Yes,Platinum,West
C14233,45,Female,Widowed,Salaried,1599227,Metro,Graduate,Own,3,Yes,Yes,Gold,East
C14234,56,Female,Single,Salaried,1770530,Rural,Graduate,Family,2,Yes,Yes,Silver,Central
C14235,46,Female,Married,Salaried,507162,Semi-Urban,Doctorate,Rent,4,Yes,Yes,Silver,West
C14236,58,Male,Married,Self-Employed,1673290,Urban,Graduate,Own,4,Yes,Yes,Gold,West
C14237,21,Male,Married,Retired,874977,Semi-Urban,Postgraduate,Own,2,Yes,Yes,Platinum,Central
C14238,40,Male,Widowed,Salaried,2487263,Metro,Graduate,Own,0,Yes,Yes,Silver,Central
C14239,48,Male,Single,Self-Employed,610986,Semi-Urban,Graduate,Own,1,No,No,None,South
C14240,36,Male,Divorced,Salaried,1591778,Semi-Urban,Professional,Own,1,Yes,No,Gold,Central
C14241,67,Female,Married,Retired,684315,Urban,Professional,Own,4,Yes,Yes,None,North
C14242,37,Male,Single,Salaried,311605,Metro,High School,Own,3,No,Yes,Gold,East
C14243,60,Female,Divorced,Salaried,2840783,Rural,Graduate,Rent,2,Yes,No,Gold,West
C14244,48,Male,Married,Salaried,512557,Urban,Graduate,Own,3,Yes,Yes,Silver,South
C14245,32,Female,Married,Salaried,1754025,Metro,Professional,Rent,2,Yes,Yes,Silver,West
C14246,47,Female,Single,Salaried,1376181,Semi-Urban,Postgraduate,Own,3,Yes,No,Gold,North
C14247,62,Female,Divorced,Unemployed,1241639,Urban,Postgraduate,Own,2,Yes,Yes,None,West
C14248,67,Female,Married,Self-Employed,700299,Semi-Urban,Postgraduate,Rent,4,Yes,Yes,None,East
C14249,50,Female,Single,Salaried,480068,Semi-Urban,Professional,Rent,0,Yes,Yes,Silver,North
C14250,61,Female,Married,Salaried,1960985,Semi-Urban,Graduate,Own,1,Yes,Yes,Silver,West
C14251,54,Male,Single,Self-Employed,1618009,Metro,High School,Family,3,Yes,Yes,Platinum,Central
C14252,57,Female,Married,Self-Employed,1050839,Rural,High School,Rent,1,Yes,No,None,Central
C14253,26,Male,Single,Self-Employed,442923,Metro,High School,Rent,3,Yes,Yes,Platinum,East
C14254,27,Male,Single,Salaried,2591362,Metro,High School,Own,4,Yes,Yes,Silver,North
C14255,52,Male,Single,Self-Employed,942943,Urban,Postgraduate,Own,4,Yes,Yes,Platinum,South
C14256,52,Male,Married,Self-Employed,1836758,Urban,Doctorate,Own,3,Yes,Yes,Silver,Central
C14257,45,Male,Married,Salaried,1451504,Metro,Graduate,Own,3,Yes,Yes,Silver,Central
C14258,53,Male,Married,Salaried,1895219,Urban,Postgraduate,Own,3,Yes,Yes,None,West
C14259,27,Male,Single,Self-Employed,849188,Urban,Postgraduate,Rent,4,Yes,No,Silver,North
C14260,32,Female,Married,Retired,2770604,Urban,Professional,Own,0,Yes,Yes,None,Central
C14261,36,Male,Married,Salaried,622373,Metro,Graduate,Family,0,Yes,Yes,Platinum,West
C14262,36,Female,Single,Unemployed,852366,Metro,Graduate,Own,3,Yes,Yes,Gold,South
C14263,63,Male,Divorced,Salaried,1343105,Semi-Urban,Graduate,Own,2,Yes,No,Silver,South
C14264,56,Female,Married,Salaried,1583759,Rural,Postgraduate,Own,0,Yes,Yes,Silver,Central
C14265,33,Female,Married,Salaried,1725001,Metro,Graduate,Family,4,Yes,Yes,Silver,Central
C14266,27,Female,Single,Retired,2788895,Semi-Urban,Graduate,Rent,4,Yes,Yes,None,Central
C14267,56,Female,Single,Salaried,1064827,Rural,Postgraduate,Own,4,Yes,Yes,Silver,North
C14268,67,Male,Divorced,Salaried,959343,Metro,Graduate,Own,1,Yes,Yes,None,Central
C14269,29,Other,Married,Salaried,546704,Semi-Urban,Graduate,Family,1,Yes,Yes,Silver,West
C14270,52,Female,Single,Salaried,2639034,Rural,Postgraduate,Rent,4,Yes,Yes,None,South
C14271,31,Female,Single,Retired,1184063,Metro,Professional,Own,0,Yes,Yes,Silver,North
C14272,28,Female,Married,Salaried,2282311,Metro,Graduate,Own,1,Yes,Yes,Silver,South
C14273,53,Male,Married,Self-Employed,2323000,Rural,Graduate,Own,2,No,Yes,Silver,North
C14274,43,Female,Divorced,Retired,1168356,Urban,Postgraduate,Rent,3,Yes,Yes,None,South
C14275,45,Male,Single,Student,1297124,Metro,Graduate,Own,1,Yes,Yes,None,Central
C14276,28,Female,Married,Self-Employed,2176506,Urban,Graduate,Family,1,Yes,Yes,Gold,Central
C14277,65,Male,Single,Salaried,2440760,Metro,Professional,Rent,0,Yes,Yes,Silver,West
C14278,42,Female,Single,Salaried,457150,Rural,Professional,Own,0,Yes,Yes,None,Central
C14279,24,Male,Single,Self-Employed,657772,Metro,Postgraduate,Own,2,Yes,Yes,Gold,South
C14280,60,Male,Divorced,Self-Employed,2497743,Urban,Graduate,Own,2,Yes,Yes,None,West
C14281,23,Female,Married,Salaried,2409561,Semi-Urban,Postgraduate,Own,2,Yes,Yes,Silver,South
C14282,49,Female,Married,Student,962879,Semi-Urban,Graduate,Rent,2,No,Yes,Gold,East
C14283,61,Female,Single,Retired,1066549,Rural,High School,Own,1,Yes,Yes,Silver,West
C14284,49,Male,Single,Self-Employed,2083038,Urban,High School,Own,2,Yes,Yes,None,West
C14285,54,Male,Single,Salaried,2304537,Rural,High School,Own,2,Yes,Yes,None,North
C14286,54,Female,Single,Salaried,1364089,Urban,Graduate,Own,4,Yes,Yes,Gold,South
C14287,48,Other,Married,Student,1202198,Semi-Urban,Graduate,Own,1,Yes,Yes,Silver,South
C14288,33,Female,Single,Salaried,2569347,Urban,Graduate,Own,1,Yes,Yes,None,South
C14289,35,Male,Single,Salaried,374371,Rural,Postgraduate,Rent,1,Yes,Yes,None,Central
C14290,43,Female,Single,Salaried,1770932,Semi-Urban,Doctorate,Own,3,Yes,Yes,Silver,North
C14291,64,Male,Single,Salaried,880527,Metro,Graduate,Own,2,Yes,No,None,North
C14292,46,Female,Married,Self-Employed,1215610,Metro,Postgraduate,Own,2,Yes,Yes,Gold,South
C14293,24,Male,Married,Salaried,569587,Rural,Graduate,Own,2,Yes,Yes,Silver,Central
C14294,46,Male,Married,Salaried,2229239,Semi-Urban,Doctorate,Rent,0,Yes,No,Silver,South
C14295,60,Female,Married,Salaried,2686864,Urban,Graduate,Own,0,Yes,Yes,Platinum,Central
C14297,29,Female,Single,Salaried,1400514,Urban,Postgraduate,Rent,0,Yes,Yes,Silver,East
C14298,25,Male,Single,Salaried,2318283,Rural,Doctorate,Rent,3,Yes,No,Silver,North
C14299,52,Male,Married,Self-Employed,906752,Metro,Professional,Rent,2,Yes,Yes,Silver,East
C14300,40,Male,Married,Salaried,1424362,Metro,Doctorate,Family,1,Yes,Yes,Gold,West
C14301,31,Female,Single,Student,1783547,Semi-Urban,Graduate,Family,1,Yes,Yes,Silver,North
C14302,35,Male,Single,Student,1858556,Metro,High School,Own,4,Yes,Yes,Silver,East
C14303,52,Male,Single,Salaried,2957846,Urban,Graduate,Own,0,Yes,Yes,None,East
C14304,48,Female,Single,Salaried,2660355,Metro,Doctorate,Rent,3,Yes,No,None,West
C14305,42,Female,Single,Salaried,536190,Semi-Urban,Graduate,Own,4,Yes,Yes,Silver,Central
C14306,61,Female,Single,Salaried,2509405,Metro,High School,Own,3,Yes,Yes,None,West
C14307,37,Female,Married,Self-Employed,919072,Metro,Postgraduate,Own,1,Yes,Yes,None,Central
C14308,46,Female,Single,Unemployed,518804,Metro,Graduate,Own,2,Yes,No,None,West
C14309,64,Female,Single,Salaried,242822,Urban,High School,Rent,1,Yes,Yes,Gold,North
C14310,27,Female,Divorced,Self-Employed,955191,Metro,Graduate,Own,1,Yes,Yes,Silver,East
C14311,62,Female,Married,Self-Employed,254400,Metro,Postgraduate,Own,0,Yes,Yes,Silver,East
C14312,46,Male,Divorced,Retired,2083425,Urban,Graduate,Rent,1,Yes,Yes,Silver,Central
C14313,45,Other,Single,Salaried,2797250,Metro,High School,Own,3,Yes,Yes,None,West
C14314,30,Male,Married,Self-Employed,1319786,Metro,Professional,Own,2,Yes,Yes,Gold,South
